42047,42208,53349
17717,16172,51781
17907,18746,36253
41754,41564,51067
38437,34430,51312
39018,40829,44651
28313,24573,8173
13297,10125,8323
5664,5163,18411
34172,34351,51556
10728,10883,11931
34968,33459,49253
7914,6967,10082
27795,27546,6995
17211,15347,47852
23218,22505,3534
28345,30066,10575
56521,54879,47243
131,153,2014
7534,7291,3002
58475,57092,46487
21727,21114,47758
24926,23199,49093
30768,30635,4103
23212,20226,28656
16636,15680,42804
45505,47600,45785
53549,54303,35624
43535,41386,47165
23145,20914,49255
27390,26794,30439
57859,59097,45043
5303,5416,2346
2127,1503,2120
14858,12582,7517
42063,43114,3355
20059,19779,2112
41703,42597,45785
56910,57567,26786
43976,45358,7209
56636,57295,11219
58573,57215,46171
29403,31054,49371
39566,40256,12342
11537,10744,14356
26783,25113,38538
41261,42444,46436
23524,19662,19487
21249,21500,45397
484,222,1995
19637,25760,18759
43567,39223,46342
31535,31232,3002
48058,49666,46436
519,482,1034
59990,59381,11736
51606,52865,48234
39455,39541,7004
58015,57165,45653
61904,62531,46784
5603,5468,1991
14454,14496,39531
29179,27724,44506
34554,37274,36292
1043,970,5281
376,151,1032
5132,5411,1810
44116,42152,45772
20628,18912,14734
38036,41371,8889
66933,66830,46374
27525,27574,46865
12867,11294,3857
39673,35929,7597
18419,18913,12074
58893,59604,13364
24481,22724,45813
26600,25988,49133
42092,42880,26546
56850,56184,10098
27306,26617,24544
39771,39715,49142
30865,30325,2112
7746,6789,9855
23782,26509,9306
27042,28373,11814
29871,30439,3215
62424,63086,45906
38360,34799,49271
55965,56523,24430
66939,67406,47016
50223,49496,46153
39302,42807,9972
13334,15907,3826
9328,12606,10723
48127,51977,12589
30325,28298,46336
31876,30418,20798
20205,18727,49654
64339,65267,47301
55085,53235,47065
35914,32993,48771
28748,28349,47473
17947,16618,38399
38533,37435,34912
21084,21619,46293
15201,14161,2067
11213,9363,1811
54404,53051,45391
33482,32974,3136
36481,36564,45354
39513,39077,9122
19902,20611,48285
22108,19677,1921
14265,13221,48260
52540,52851,48285
33884,33850,46867
48613,49346,45864
28017,25784,46501
42937,45576,37421
2441,2609,9851
5744,4731,1389
28886,32532,35006
16242,18036,26476
14355,14598,6061
15650,13283,18728
19005,19262,10205
2661,2648,2588
454,282,2445
60829,60259,47301
511,507,2448
23434,21882,47016
50612,50831,40167
57971,57466,46374
48412,47469,46336
50648,49045,45765
59848,60225,46705
30116,31421,3739
15203,14671,3892
21888,20257,46887
52962,53568,48794
32306,29746,46336
48894,48924,49724
49280,50110,14186
40074,40001,11534
23233,23316,19733
15864,13677,45568
25723,28641,2873
51465,54029,45097
22318,23642,13870
23846,23742,3303
55553,54711,46922
29085,30610,33463
58572,58103,45785
37629,37978,46902
52692,50923,46435
6969,5641,2505
24099,21835,47246
25110,26303,47828
63398,63475,45785
51448,51579,12543
18575,17532,17425
52464,50926,45785
15443,14700,47126
39630,39712,51261
39284,39833,46932
35539,34522,47825
12742,11202,21847
50356,52592,46932
44863,42046,8655
14223,12424,2382
28992,32469,32334
17921,17827,32334
27687,25932,32654
25055,22231,19780
46384,46222,45812
8079,8178,6255
24528,23566,52936
32408,31967,41563
45510,45755,53253
44985,47246,50102
9589,9950,6899
33771,33455,17570
142,47,6211
12306,10041,8908
28,18,6211
52173,53465,50102
15387,14707,15667
28439,28915,44810
31184,29680,50832
54359,54196,50653
55173,53895,51221
65341,65496,50141
20918,22118,12123
41443,41788,26181
5101,5770,6577
37542,40062,50576
30686,27518,15009
33615,33542,53466
47118,42497,20719
59512,60356,51336
26340,24688,19420
61951,61866,53460
14534,15256,53349
40834,45204,10850
14112,14472,53528
39166,38489,50670
19426,18394,24811
16536,15231,10152
29891,31431,53187
18587,20656,50263
39741,39103,52727
18391,20359,50167
31617,29563,13937
25235,25737,8121
26358,26710,36287
227,201,5822
19322,19166,37661
21306,19914,14759
29830,29494,49970
22841,22106,48302
48692,46523,31768
10594,9164,36220
12467,13285,15015
52462,50633,49751
45819,46284,52805
64390,64374,50393
3880,4003,7317
21031,21962,49956
44606,43739,50956
40659,37656,50393
46115,47332,45393
32186,31133,53117
40505,38027,39564
18117,23422,18299
18405,19349,23253
376,339,5825
54542,52264,24588
60135,62070,48326
38697,37802,45872
27530,27843,40992
53182,54293,48272
17037,16032,48000
6549,6987,23183
55799,54923,25900
53541,54156,48335
7790,8095,19017
19881,23378,15609
47413,48759,45631
35355,34584,34821
41006,41404,36807
10703,11237,1885
32620,35402,22277
52794,53759,24093
46773,43309,48033
55741,55240,46269
349,187,1017
17188,16889,10210
28690,27733,45103
45249,45006,37821
61263,62616,47525
48086,49759,46066
16,29,1029
47803,48633,14003
29670,29542,44789
47729,44901,46155
55982,56080,48154
65085,65419,45603
14267,15514,35695
10100,9488,46754
16522,14103,1630
41805,40520,38016
391,268,1240
443,473,1282
22794,22311,18487
8090,8437,9911
52744,50348,33052
32527,31413,45586
11318,10952,1535
52322,50329,10190
43890,41864,45415
46016,43770,48493
7838,7578,47133
20209,17432,1682
6336,6952,46729
39849,39718,45386
42515,39273,8696
35353,36363,46349
43960,44220,46209
9008,8955,48557
56923,55958,11625
13964,16797,13943
60978,61626,48280
45605,43424,45324
22590,21101,2017
65527,63940,49359
11569,15108,23545
6204,4682,5514
31492,31390,10143
33813,30264,27031
21571,20665,30349
68178,68178,49359
4290,5927,5524
39554,39199,49359
36691,33787,12108
30807,31672,50324
23873,22368,49523
31680,30853,52550
53027,52582,25934
56482,56917,14025
28542,28914,49359
22172,20041,11342
539,286,5468
5736,7276,35436
36710,35938,28637
55347,56036,51401
48939,46925,49645
47966,48701,52723
625,367,5468
3394,5647,31263
46156,47307,17802
55043,54970,49252
57765,56337,33262
33853,32715,31442
42210,41371,50737
28,18,5362
32230,33734,50508
16630,16113,6959
26035,27373,50714
54837,52303,52499
40640,35468,31828
24463,23407,6546
41150,41999,52623
39444,36955,13065
48012,49224,52393
42507,40993,31171
50862,52779,49601
36015,35539,52583
47134,47662,12379
30696,34901,15298
8996,13571,17084
49030,43273,22600
36058,35073,49242
32660,31140,49528
28471,29411,36992
255,155,5351
56708,58470,48105
42551,41826,22291
32720,32374,52727
11365,10647,5598
16083,14438,5980
54485,54095,50438
1685,1349,6082
21905,26459,50583
18772,17334,24743
52012,52391,49922
8822,8099,31948
51574,48117,39614
49239,48487,11906
56632,56933,39490
24521,24526,12412
42833,43534,46641
34783,34938,4149
38151,39302,47567
31654,30894,3381
5154,5316,14700
42335,43934,46980
28,18,2711
51023,51059,51612
43008,43259,50126
44881,44012,13773
15376,15411,9300
38487,34659,26893
59261,59603,16077
551,542,4805
55299,54010,41856
34030,34046,23018
6228,6810,21575
57348,54883,32831
9934,8938,29013
15504,14551,5163
13999,14930,5162
37707,40378,51813
32080,32481,44157
11126,16394,11986
35590,36892,13620
36486,35598,15139
4037,3584,3313
14016,13755,9388
57586,55908,46335
6831,8045,15406
41285,40714,6616
59959,59739,47015
32258,33375,48295
312,182,2444
38270,35111,38476
32815,32395,46335
48935,52466,46985
44012,44791,14402
37188,35067,47546
20529,22296,3520
10441,10946,19744
41162,42820,15618
55417,56929,49381
15385,15266,44570
42300,41829,46593
35380,39024,3607
55507,55919,46517
37803,37899,45770
20091,19262,45558
49863,51512,30584
33839,32402,2965
46038,44977,47392
40278,40921,30500
6811,7477,30324
45318,49481,6316
55103,53955,12910
19649,20255,46373
10893,10529,1604
27883,31503,14562
54429,55497,19392
51231,47611,22345
46512,47332,30750
2949,3086,1410
36617,40319,22345
12821,12856,2259
59730,59716,13813
8015,8163,11620
31317,30957,26527
47393,49233,48061
134,62,1328
30598,34505,46235
48364,50344,51665
29055,26349,13857
41704,40402,51151
20972,20744,46091
25161,25668,8676
10850,10665,31070
49126,50309,52581
19521,19314,11231
8449,9884,5904
198,95,5822
55874,57584,49751
19948,20008,7753
50889,47503,17149
8808,9968,7293
50260,52081,52452
16495,18111,36658
52591,53774,50677
32351,32772,49712
62612,63758,52863
29786,32339,47972
30981,30061,10090
7008,7392,2629
54436,54236,12787
10500,10356,1653
40518,40442,47834
21091,18742,33702
46772,47889,47729
430,237,792
15539,15341,48169
43064,42083,45157
2440,2227,832
45379,44797,46568
25172,24125,2041
63206,62375,44879
55061,55230,26132
46202,48012,39059
11577,11785,20163
20562,23362,44400
4480,4328,3202
40893,42511,45856
24852,23910,38122
23332,22043,12738
30209,29550,46248
727,691,2019
40829,43176,36459
29460,29506,5777
32052,29521,6376
61771,60935,48257
38340,41507,9396
46297,45764,48282
19386,19785,44943
17684,15477,1788
11683,9810,21533
43959,44727,29925
38188,36120,22989
56656,58624,23008
43352,42147,6894
44427,44875,44736
559,485,1246
1524,1864,1964
23025,21846,48074
32596,32904,45603
43019,43049,13038
20753,23089,29061
62124,62452,25766
723,798,1086
34534,34280,29520
10230,7967,2213
30557,32181,26972
52581,51857,5310
19283,18129,48351
28809,31477,27310
23118,22139,3046
20659,18868,48286
4611,3903,8956
52559,52110,46133
26713,22012,31265
29049,28316,50207
60878,62021,51817
44525,40349,49188
39495,41710,50487
17501,19862,50567
58546,57387,49242
20902,18869,16929
31300,34836,14868
23837,26928,52606
47608,47270,41059
56778,57239,49528
204,122,2351
42298,41707,46850
2564,2337,2395
33392,32221,47206
11322,10628,8238
21427,20799,33618
34176,36110,47271
25957,29366,49614
53294,51655,47452
31044,30255,4268
23566,23323,40154
57531,56716,46437
39451,42665,49583
24691,21893,4278
49607,47663,46527
29719,29647,46437
22627,22056,48819
37291,35468,46437
41139,40752,22902
17907,17402,47451
51388,51944,49944
17442,16290,3063
4892,4975,25077
63954,63973,46641
31646,31514,46110
25903,25754,27528
37703,36543,50088
37186,37358,49920
52292,52498,24191
26327,24594,46602
63116,63048,42608
23706,23215,43907
47099,49562,48083
472,346,5394
20730,22343,49479
47402,44736,49577
54720,53320,52414
19616,19610,24282
14399,14628,53587
17932,22384,14818
33494,33274,30724
46001,47105,47131
52887,48710,17463
5552,10862,12843
23993,20044,16861
31224,29846,43947
38048,36580,30202
11041,7618,6613
32062,30770,51118
56368,52821,49799
20759,16892,22388
38171,36987,48513
17827,18569,30703
2676,2833,2850
43829,41377,41095
51460,52800,10619
41809,38278,8565
31627,32971,48143
28902,29734,6930
3096,3524,2935
32044,32526,47802
43000,40245,49937
29287,28040,4213
11639,11599,2808
38687,34951,11802
21436,19686,46867
45493,43673,7603
15593,16553,2436
8936,10454,13007
2830,2951,2077
10200,9153,26811
16746,15891,48739
32691,30994,47113
6653,5222,3719
29027,31618,36149
3096,3885,13465
48190,46688,29173
57799,57979,48493
14866,14167,4108
34645,36795,7118
45461,42734,48553
25916,19713,6748
44430,41663,25132
51614,55482,5899
51983,51739,30527
28585,26169,45859
36003,34284,2969
37297,35400,47848
53523,52345,38258
47839,46694,4495
592,292,1966
19724,18861,13330
12264,13918,3956
5507,5414,13855
52522,51751,13959
36024,38015,49215
64472,63055,48949
55338,56215,47285
59811,59511,9425
5701,5819,2947
32184,31085,49220
22647,20793,41287
53194,54703,35653
16642,16595,6257
17309,15855,6236
29520,32686,50648
15618,17928,52624
539,284,5377
52087,52134,52360
25912,26141,10319
142,83,5377
58144,58130,52636
44041,41775,49853
29500,28089,50478
11386,12280,5725
33759,34801,38275
14526,15435,38566
10528,9364,914
3195,3201,2852
55865,54901,47930
40591,38236,19910
11314,11214,4550
501,309,1415
34316,30419,15082
23143,24156,47298
19226,19193,16211
0,0,2757
14730,13826,30678
9881,10742,5747
49904,51609,20968
31379,33572,47778
56322,55687,48278
9639,9218,1028
50950,51816,43895
107,51,1415
29573,29805,3186
23205,19522,10394
5235,5353,22351
63111,63463,48591
65182,65277,49894
16983,17266,12234
46708,47618,48658
35782,33957,27193
28137,26324,52542
28487,30066,49291
42233,42255,28419
4404,4787,5559
6255,11061,13550
58620,58157,51870
2332,2473,5416
25517,24605,45325
21407,21969,33409
22717,21974,45387
26502,27950,48377
2179,2022,1266
46653,45640,44893
34696,34358,48554
23076,25867,47708
24710,22447,47567
16087,15265,18017
26025,25352,2445
53027,52512,45810
891,809,2057
15373,16141,46092
2187,2102,3212
276,140,1880
13525,16258,26633
7047,7421,2357
9450,9381,1963
35564,33606,53491
30245,31752,50141
2700,2791,16819
13191,12576,29464
44145,37373,8173
9425,9207,6979
34721,35452,50298
43124,39425,16044
237,161,6219
16513,18030,18821
28949,29640,48073
44515,46465,53253
41636,44572,51261
54107,55415,50782
44175,42104,14201
29632,29547,2911
8677,9869,2657
39253,39117,7198
52600,50955,47117
35814,36371,46453
47002,47743,46188
19613,19257,14914
5475,5220,13882
8075,8256,2224
28581,28839,47112
38237,42040,21118
49344,45002,46098
23171,23859,2387
20107,20010,48843
376,202,2011
20323,20319,2032
63807,63186,47112
63869,64511,49126
45524,42325,12789
40719,41455,45738
32523,31955,46259
845,654,1976
5626,5659,3187
10209,9673,3126
23732,23034,20637
52090,52818,22152
43272,45067,46750
50338,49346,46042
64025,63701,47121
6591,6823,2045
8555,10854,5840
9743,10202,2029
54892,54356,49274
22186,23688,3211
47792,47546,37406
28712,28374,47044
20413,20109,2515
23590,24195,12075
34969,33993,3226
80,71,1995
43259,44872,17528
28604,27315,14479
39410,40525,46850
12402,12588,48990
1657,1610,2012
32268,34680,23060
48442,45943,49123
59427,60114,37837
0,0,1032
35439,33431,2906
58515,60252,46857
6854,6101,5447
38776,35579,12292
17189,14652,10549
57567,57767,48314
27391,26309,4223
242,124,1032
19689,19859,2184
12357,10839,1207
248,174,1035
50646,48682,5235
38909,37607,45180
35856,37013,48234
41589,43041,45889
29519,29261,14026
61935,62991,39589
2475,2461,2476
58166,58487,45813
31194,31814,2293
3019,5125,2019
25763,26672,3799
14986,15059,2355
32599,32890,4927
10192,8876,28477
21569,21187,46359
42518,40692,45813
29672,26453,46296
40108,42830,9094
24360,27087,7370
31227,31251,46391
28877,29749,46076
23997,21951,46160
27934,24774,7887
12201,13009,47079
4597,4512,2516
1074,1089,2454
198,130,2445
21645,25359,3659
25638,25883,3944
26789,26624,6843
20525,20844,2926
25717,22542,10000
32426,33833,13930
50166,51551,47351
29575,26384,30851
49416,51830,10634
10492,6570,4389
54515,54679,10568
5672,5490,6751
8645,8543,30526
35062,32227,49583
42213,42079,36094
113,111,2445
44489,42796,46531
24455,25248,48566
15863,15316,24278
36823,36854,45330
54098,53533,45330
1221,1273,1600
12664,10875,17016
47040,49018,45784
2340,2372,2138
54367,54339,9458
66036,66572,46293
20657,21574,48227
45927,46669,48285
20900,20216,26446
1963,2163,5705
65994,66109,45420
57716,57548,11031
52791,53987,34080
51024,51397,25566
58570,59160,19702
14280,14959,40188
50213,50120,46656
13101,11839,39370
123,146,2470
17678,15939,49716
2793,2429,2474
12649,11131,46155
10001,10274,24192
45456,46094,14364
22559,22169,46894
36304,35630,46810
23695,26288,11757
16326,16197,20992
302,289,2450
24462,24234,48566
47973,50261,48251
10926,11249,20342
39578,33967,44307
12876,15466,11208
44839,45021,28638
57767,56654,46995
61449,58800,46995
34602,32906,49110
23412,23435,42333
50069,48786,48799
53172,53365,48799
26068,27718,3433
29245,28359,46782
52696,53067,13117
46856,46583,38463
4286,4231,10230
24703,23684,49203
38951,34993,45981
41854,45741,26261
36611,36611,50299
34236,37542,11822
34949,33234,53394
9094,6481,12187
16501,16446,42919
31932,29930,17742
454,237,6211
62144,61231,50141
56325,56744,53349
47277,47068,50102
22730,21801,53253
944,756,6240
13262,13065,19193
51600,50099,30221
63551,63467,50102
41272,43364,50782
36223,38329,45372
312,178,6211
312,199,6211
15655,12387,7357
33375,34892,22116
33300,32909,47613
31935,31349,50047
19019,18116,49741
34871,36655,14747
2961,3442,10035
426,216,2757
176,139,2761
18272,16535,10532
35532,35187,49896
55252,55611,14992
38156,39760,47613
49647,48870,37860
31239,27627,45941
42431,42956,47532
17427,18305,8896
30549,32237,36281
11069,11619,11837
29870,29813,47040
62957,63717,46377
49200,45943,20030
41078,38841,46098
40194,40180,49261
11488,11569,30922
18480,19234,9469
698,860,2068
8161,7464,3253
32844,30811,46552
38981,40134,35680
34422,33488,45302
31126,35173,6806
56362,57089,46552
35564,35047,13081
41093,43148,46670
26317,26243,37735
28388,27569,44955
49,29,1238
52382,52482,37740
27352,26647,28319
59628,54732,20374
29358,25316,5683
13907,11937,5424
41467,36821,45809
13307,13858,2291
20884,22560,5677
24882,22730,1918
50285,51097,46442
457,244,1966
19355,18909,46924
16996,15768,28116
55431,55677,30086
10177,10450,13937
188,63,1966
25276,25079,6770
37335,38416,28106
35227,36038,47767
44454,45976,46143
12203,14961,13150
31033,28498,45497
7991,6860,3805
47126,48918,41642
28488,29671,46572
18947,18516,47080
11771,17323,7124
22107,15549,6800
14154,19414,15237
46096,45167,49306
39914,40897,49463
62523,64224,49267
20974,22688,52686
4506,4478,5443
8498,8383,6658
29649,29187,6845
19014,22522,11417
28676,29739,37807
3865,4628,1534
38826,39510,45527
56320,56891,46544
54682,55614,47159
61196,61516,9196
57822,54631,44879
41438,43576,44999
11955,12443,32990
45504,46586,47809
57475,57171,15191
27296,25886,25858
30155,27357,46934
41406,41044,13041
43649,41523,47807
48156,49729,47378
15178,14161,45658
33385,30588,45501
56553,57267,45591
30995,29330,48608
51914,50396,14153
21478,21035,3223
23907,22387,3070
922,916,9415
52239,50890,52598
12291,12079,5935
7942,7197,6772
28393,28702,12091
12604,11033,1760
9275,7439,1762
49814,50958,36893
22216,20015,45681
692,496,1241
35376,39367,11348
314,156,1239
124,68,1239
26211,27144,45681
34223,34510,31669
13411,13769,3012
454,281,1240
47582,46208,41740
13393,13483,6862
41295,41362,46267
23110,21849,46322
27327,27200,3349
414,185,1880
44904,46436,45585
41106,42644,9450
39947,38812,49160
14515,14709,39976
16515,14317,31598
58161,56968,49529
48062,49835,18032
33290,33962,50461
27441,27005,32932
25349,28505,31092
27629,28560,51349
27675,27573,26181
35655,36505,50825
24881,24257,48746
41189,41388,39003
20937,21793,53483
48798,47133,14927
29106,26340,46404
5155,4641,15437
45007,45232,49306
13301,15427,9891
39770,38655,46188
21730,20602,39386
56622,56386,46188
6244,8058,3722
44451,43844,43714
36399,32986,46632
65408,66048,45941
33243,33813,45302
35966,37736,6241
31882,31026,46453
33413,37301,6861
56848,55541,35467
24329,24869,20856
30395,28661,49265
49882,52476,13887
15006,16495,47768
46433,45974,47821
17923,16824,7015
30920,29123,22576
19862,19640,40791
52439,54972,45634
2438,2762,1949
3361,2894,2746
51776,55057,46259
10514,9945,7791
5858,5481,2050
39680,41510,26222
46195,48936,6534
9030,8751,15417
42188,42978,2811
54996,55476,39048
58462,58950,14129
55589,56016,13872
12794,12583,40330
